filename,subject,date_sent,job,posts,week_sent,year_sent,source
2016/3/20/153925edbc30a6f9.eml,"Subject: 13 new Data Scientist opportunities in Chicago, IL",2016-03-20,Data Scientist,13,12,2016,Indeed
2016/3/19/1538cfa13c7b084f.eml,"Subject: 30 new python opportunities in Chicago, IL",2016-03-19,python,30,12,2016,Indeed
2016/3/19/1538cfa12a223056.eml,"Subject: 13 new Data Scientist opportunities in Chicago, IL",2016-03-19,Data Scientist,13,12,2016,Indeed
2016/3/18/15387a4a3fe08e7c.eml,"Subject: 30+ new python opportunities in Chicago, IL",2016-03-18,python,30,12,2016,Indeed
2016/3/17/15381ef1201f7dba.eml,"Subject: 6 new Data Scientist opportunities in Chicago, IL",2016-03-17,Data Scientist,6,11,2016,Indeed
2016/3/15/1537c651976b3fc7.eml,"Subject: 11 new Data Scientist opportunities in Chicago, IL",2016-03-15,Data Scientist,11,11,2016,Indeed
2016/3/14/15376db7dd526afd.eml,"Subject: 6 new python opportunities in Chicago, IL",2016-03-14,python,6,11,2016,Indeed
2016/3/13/1536e00d3069cfd7.eml,"Subject: 30+ new python opportunities in Chicago, IL",2016-03-13,python,30,11,2016,Indeed
2016/3/12/15368adff1ce9d1c.eml,"Subject: 15 new Data Scientist opportunities in Chicago, IL",2016-03-12,Data Scientist,15,11,2016,Indeed
2016/3/12/15368adfe64c200d.eml,"Subject: 30+ new python opportunities in Chicago, IL",2016-03-12,python,30,11,2016,Indeed
2016/3/10/1535ed86da418bd3.eml,"Subject: 14 new Data Scientist opportunities in Chicago, IL",2016-03-10,Data Scientist,14,10,2016,Indeed
2016/3/10/1535ed86cc82db01.eml,"Subject: 30+ new python opportunities in Chicago, IL",2016-03-10,python,30,10,2016,Indeed
2016/3/9/1535a3bd80613c72.eml,"Subject: 12 new Data Scientist opportunities in Chicago, IL",2016-03-09,Data Scientist,12,10,2016,Indeed
2016/3/8/15355949dc061476.eml,"Subject: 21 new python opportunities in Chicago, IL",2016-03-08,python,21,10,2016,Indeed
2016/3/7/1535151a9e16ff6c.eml,"Subject: 7 new python opportunities in Chicago, IL",2016-03-07,python,7,10,2016,Indeed
2016/3/5/1534814dbfbff53a.eml,"Subject: 6 new Data Scientist opportunities in Chicago, IL",2016-03-05,Data Scientist,6,10,2016,Indeed
2016/3/5/1534814dbb418f67.eml,"Subject: 29 new python opportunities in Chicago, IL",2016-03-05,python,29,10,2016,Indeed
2016/3/4/153427603fcdcd0b.eml,"Subject: 30+ new python opportunities in Chicago, IL",2016-03-04,python,30,10,2016,Indeed
2016/3/3/1533d32b63a98c30.eml,"Subject: 30+ new python opportunities in Chicago, IL",2016-03-03,python,30,9,2016,Indeed
2016/3/1/1532fa0eda384e85.eml,"Subject: 2 new Data Scientist opportunities in Chicago, IL",2016-03-01,Data Scientist,2,9,2016,Indeed
2016/2/29/1532a8979feff04c.eml,"Subject: 8 new Data Scientist opportunities in Chicago, IL",2016-02-29,Data Scientist,8,9,2016,Indeed
2016/2/29/1532a89795b6941d.eml,"Subject: 18 new python opportunities in Chicago, IL",2016-02-29,python,18,9,2016,Indeed
2016/2/27/15323a2e9cc2d8ac.eml,"Subject: 30+ new python opportunities in Chicago, IL",2016-02-27,python,30,9,2016,Indeed
2016/2/27/15323a2e8d8d1f11.eml,"Subject: 20 new Data Scientist opportunities in Chicago, IL",2016-02-27,Data Scientist,20,9,2016,Indeed
2016/2/26/1531e6150fdd832e.eml,"Subject: 30+ new python opportunities in Chicago, IL",2016-02-26,python,30,9,2016,Indeed
2016/2/26/1531e6150185263c.eml,"Subject: 7 new Data Scientist opportunities in Chicago, IL",2016-02-26,Data Scientist,7,9,2016,Indeed
2016/2/25/1531917688ffbac3.eml,"Subject: 15 new Data Scientist opportunities in Chicago, IL",2016-02-25,Data Scientist,15,8,2016,Indeed
2016/2/24/15313bca5e410763.eml,"Subject: 10 new Data Scientist opportunities in Chicago, IL",2016-02-24,Data Scientist,10,8,2016,Indeed
2016/2/24/15313bca4a1b47ef.eml,"Subject: 30+ new python opportunities in Chicago, IL",2016-02-24,python,30,8,2016,Indeed
2016/2/23/1530f7e308b56494.eml,"Subject: 12 new Data Scientist opportunities in Chicago, IL",2016-02-23,Data Scientist,12,8,2016,Indeed
2016/2/23/1530b8cb0a30d1b0.eml,"Subject: 6 new python opportunities in Chicago, IL",2016-02-23,python,6,8,2016,Indeed
2016/2/23/1530b8cb00459be2.eml,"Subject: 1 new Data Scientist opportunity in Chicago, IL",2016-02-23,Data Scientist,1,8,2016,Indeed
2016/2/21/15305f3516a1e355.eml,"Subject: 15 new python opportunities in Chicago, IL",2016-02-21,python,15,8,2016,Indeed
2016/2/21/15305f3505e3bc34.eml,"Subject: 2 new Data Scientist opportunities in Chicago, IL",2016-02-21,Data Scientist,2,8,2016,Indeed
2016/2/20/152ff9a97940d084.eml,"Subject: 30 new python opportunities in Chicago, IL",2016-02-20,python,30,8,2016,Indeed
2016/2/20/152ff9a94b9bed14.eml,"Subject: 15 new Data Scientist opportunities in Chicago, IL",2016-02-20,Data Scientist,15,8,2016,Indeed
2016/2/19/152fa1dfcb2d4f8c.eml,"Subject: 30+ new python opportunities in Chicago, IL",2016-02-19,python,30,8,2016,Indeed
2016/2/18/152f4bbd1022ffd7.eml,"Subject: 22 new Data Scientist opportunities in Chicago, IL",2016-02-18,Data Scientist,22,7,2016,Indeed
2016/2/18/152f4bbd06ba086c.eml,"Subject: 30+ new python opportunities in Chicago, IL",2016-02-18,python,30,7,2016,Indeed
2016/2/17/152f00087d788515.eml,"Subject: 29 new python opportunities in Chicago, IL",2016-02-17,python,29,7,2016,Indeed
2016/2/17/152f000875da7bb1.eml,"Subject: 16 new Data Scientist opportunities in Chicago, IL",2016-02-17,Data Scientist,16,7,2016,Indeed
2016/2/16/152eaaa46ac26b64.eml,"Subject: 30+ new python opportunities in Chicago, IL",2016-02-16,python,30,7,2016,Indeed
2016/2/14/152e19d28928eb31.eml,"Subject: 5 new python opportunities in Chicago, IL",2016-02-14,python,5,7,2016,Indeed
2016/2/14/152e19d24be1e620.eml,"Subject: 8 new Data Scientist opportunities in Chicago, IL",2016-02-14,Data Scientist,8,7,2016,Indeed
2016/2/13/152db3eeeeaebe8d.eml,"Subject: 30 new python opportunities in Chicago, IL",2016-02-13,python,30,7,2016,Indeed
2016/2/13/152db3eee6c86c02.eml,"Subject: 8 new Data Scientist opportunities in Chicago, IL",2016-02-13,Data Scientist,8,7,2016,Indeed
2016/2/12/152d60a3a73bfad4.eml,"Subject: 26 new python opportunities in Chicago, IL",2016-02-12,python,26,7,2016,Indeed
2016/2/11/152d0b561ae25d0f.eml,"Subject: 30+ new python opportunities in Chicago, IL",2016-02-11,python,30,6,2016,Indeed
2016/2/11/152d0b560987e2ec.eml,"Subject: 17 new Data Scientist opportunities in Chicago, IL",2016-02-11,Data Scientist,17,6,2016,Indeed
2016/2/10/152cb9e3184d8470.eml,"Subject: 30+ new python opportunities in Chicago, IL",2016-02-10,python,30,6,2016,Indeed
2016/2/10/152cb9e30df98387.eml,"Subject: 15 new Data Scientist opportunities in Chicago, IL",2016-02-10,Data Scientist,15,6,2016,Indeed
2016/2/9/152c6696d7311955.eml,"Subject: 25 new python opportunities in Chicago, IL",2016-02-09,python,25,6,2016,Indeed
2016/2/9/152c6696c0222806.eml,"Subject: 6 new Data Scientist opportunities in Chicago, IL",2016-02-09,Data Scientist,6,6,2016,Indeed
2016/2/8/152c124442f042df.eml,"Subject: 2 new Data Scientist opportunities in Chicago, IL",2016-02-08,Data Scientist,2,6,2016,Indeed
2016/2/7/152bcb0f298cee6a.eml,"Subject: 14 new python opportunities in Chicago, IL",2016-02-07,python,14,6,2016,Indeed
2016/2/7/152bcb0f286d577f.eml,"Subject: 8 new Data Scientist opportunities in Chicago, IL",2016-02-07,Data Scientist,8,6,2016,Indeed
2016/2/6/152b711299708608.eml,"Subject: 30+ new python opportunities in Chicago, IL",2016-02-06,python,30,6,2016,Indeed
2016/2/6/152b71126f3aefce.eml,"Subject: 6 new Data Scientist opportunities in Chicago, IL",2016-02-06,Data Scientist,6,6,2016,Indeed
2016/2/5/152b1d96768a742e.eml,"Subject: 8 new Data Scientist opportunities in Chicago, IL",2016-02-05,Data Scientist,8,6,2016,Indeed
2016/2/5/152b1d9663d666bb.eml,"Subject: 26 new python opportunities in Chicago, IL",2016-02-05,python,26,6,2016,Indeed
2016/2/4/152acb36457e3da9.eml,"Subject: 30+ new python opportunities in Chicago, IL",2016-02-04,python,30,5,2016,Indeed
2016/2/4/152acb361d549774.eml,"Subject: 7 new Data Scientist opportunities in Chicago, IL",2016-02-04,Data Scientist,7,5,2016,Indeed
2016/2/3/152a78d143125c7a.eml,"Subject: 26 new python opportunities in Chicago, IL",2016-02-03,python,26,5,2016,Indeed
2016/2/3/152a78d13b0a046f.eml,"Subject: 12 new Data Scientist opportunities in Chicago, IL",2016-02-03,Data Scientist,12,5,2016,Indeed
2016/2/2/152a262031ae554a.eml,"Subject: 4 new Data Scientist opportunities in Chicago, IL",2016-02-02,Data Scientist,4,5,2016,Indeed
2016/2/1/1529d1160f09debd.eml,"Subject: 2 new Data Scientist opportunities in Chicago, IL",2016-02-01,Data Scientist,2,5,2016,Indeed
2016/1/31/15298b724799157f.eml,"Subject: 12 new python opportunities in Chicago, IL",2016-01-31,python,12,5,2016,Indeed
2016/1/31/15298b71d838f07b.eml,"Subject: 7 new Data Scientist opportunities in Chicago, IL",2016-01-31,Data Scientist,7,5,2016,Indeed
2016/1/30/152930697e32b41e.eml,"Subject: 19 new python opportunities in Chicago, IL",2016-01-30,python,19,5,2016,Indeed
2016/1/30/152930696377dfa6.eml,"Subject: 9 new Data Scientist opportunities in Chicago, IL",2016-01-30,Data Scientist,9,5,2016,Indeed
2016/1/29/1528dff3c6b23b30.eml,"Subject: 11 new Data Scientist opportunities in Chicago, IL",2016-01-29,Data Scientist,11,5,2016,Indeed
